OBJECTID,plz,ags,ort,landkreis,bundesland,einwohner,note,SHAPE_Length,SHAPE_Area
2571,64293,06411000,Darmstadt,,Hessen,13332,64293 Darmstadt,23519.8836540969,22654721.5480682
2572,78647,08327049,Trossingen,Landkreis Tuttlingen,Baden-Württemberg,15053,78647 Trossingen,33756.466129045,54184740.9944875
2573,60486,06412000,Frankfurt am Main,,Hessen,19141,60486 Frankfurt am Main,20779.9498766789,10910843.1599741
2574,35435,06531018,Wettenberg,Landkreis Gießen,Hessen,12182,35435 Wettenberg,52848.7132931601,105367653.0529
2575,27574,04012000,Bremerhaven,,Bremen,15190,27574 Bremerhaven,33175.2753689586,38638902.2656398
2576,69181,08226041,Leimen,Rhein-Neckar-Kreis,Baden-Württemberg,25275,69181 Leimen,9966.30710238616,5439679.17789497
2577,61239,06440018,Ober-Mörlen,Wetteraukreis,Hessen,5762,61239 Ober-MÃ¶rlen,51976.9553010074,92228427.899444
2578,75385,08235084,Bad Teinach-Zavelstein,Landkreis Calw,Baden-Württemberg,2987,75385 Bad Teinach-Zavelstein,51864.9707797158,59048946.2927006
2579,69124,08221000,Heidelberg,,Baden-Württemberg,17066,69124 Heidelberg,37635.0358710227,37586367.8411033
2580,75387,08235047,Neubulach,Landkreis Calw,Baden-Württemberg,5526,75387 Neubulach,46728.3596997601,56032406.5694193
2581,78661,08325011,Dietingen,Landkreis Rottweil,Baden-Württemberg,3921,78661 Dietingen,58296.2552414215,95150523.8254748
2582,63225,06438006,Langen,Landkreis Offenbach,Hessen,34924,63225 Langen,51342.8488157884,70265992.09043
2583,35117,06534015,Münchhausen,Landkreis Marburg-Biedenkopf,Hessen,3491,35117 MÃ¼nchhausen,53618.0637250495,103519831.018274
2584,69469,08226096,Weinheim,Rhein-Neckar-Kreis,Baden-Württemberg,42952,69469 Weinheim,82168.6243519461,135287313.588451
2585,63329,06438003,Egelsbach,Landkreis Offenbach,Hessen,10890,63329 Egelsbach,45288.1720103544,35749881.1077644
2586,60326,06412000,Frankfurt am Main,,Hessen,20809,60326 Frankfurt am Main,17290.4016823942,8140600.70257171
2587,61352,06434001,Bad Homburg vor der Höhe,Hochtaunuskreis,Hessen,16594,61352 Bad Homburg v.d. HÃ¶he,38034.881254166,41095774.2765489
2588,64297,06411000,Darmstadt,,Hessen,22075,64297 Darmstadt,31811.54513557,43305664.2421163
2589,60438,06412000,Frankfurt am Main,,Hessen,4696,60438 Frankfurt am Main,13003.4846402303,8695684.8500584
2590,69207,08226076,Sandhausen,Rhein-Neckar-Kreis,Baden-Württemberg,14361,69207 Sandhausen,31997.2428110313,34265771.2657336
2591,75053,08215025,Gondelsheim,Landkreis Karlsruhe,Baden-Württemberg,3365,75053 Gondelsheim,29543.2721739551,34585611.8041441
2592,33813,05766056,Oerlinghausen,Kreis Lippe,Nordrhein-Westfalen,16670,33813 Oerlinghausen,59333.1467518797,85931207.8664358
2593,28757,04011000,Bremen,,Bremen,12321,28757 Bremen,20252.1646253963,12731650.478324
2594,69214,08226018,Eppelheim,Rhein-Neckar-Kreis,Baden-Württemberg,14713,69214 Eppelheim,17933.9553215765,13444676.5171921
2595,28755,04011000,Bremen,,Bremen,14837,28755 Bremen,1481.30501237471,123779.29802594
2596,78250,08335080,Tengen,Landkreis Konstanz,Baden-Württemberg,4577,78250 Tengen,77255.6860516067,137504796.210218
2597,35094,06534012,Lahntal,Landkreis Marburg-Biedenkopf,Hessen,6829,35094 Lahntal,64760.3089111483,104872820.621005
2598,35440,06531012,Linden,Landkreis Gießen,Hessen,12095,35440 Linden,40525.9092810801,56627903.3041657
2599,27259,03251018,Freistatt,Landkreis Diepholz,Niedersachsen,2991,"27259 Freistatt, Varrel, Wehrbleck",94755.8460664293,222379237.032711
2600,32052,05758012,Herford,Kreis Herford,Nordrhein-Westfalen,20781,32052 Herford,45322.9536907972,50320213.2992441
2601,60327,06412000,Frankfurt am Main,,Hessen,9767,60327 Frankfurt am Main,20633.0686834833,7847341.41582933
2602,75331,08236013,Engelsbrand,Enzkreis,Baden-Württemberg,4242,75331 Engelsbrand,31857.1383485537,35031367.7898748
2603,64342,06432022,Seeheim-Jugenheim,Landkreis Darmstadt-Dieburg,Hessen,15737,64342 Seeheim-Jugenheim,45223.7645375959,67287690.029949
2604,64291,06411000,Darmstadt,,Hessen,22655,64291 Darmstadt,47889.7570176196,78937935.7741625
2605,27619,03352050,Schiffdorf,Landkreis Cuxhaven,Niedersachsen,13839,27619 Schiffdorf,114975.206518395,320815237.162722
2606,72189,08325061,Vöhringen,Landkreis Rottweil,Baden-Württemberg,4214,72189 VÃ¶hringen,39658.2403371159,55824538.9002183
2607,69221,08226012,Dossenheim,Rhein-Neckar-Kreis,Baden-Württemberg,11824,69221 Dossenheim,38013.5598913525,33568175.7038378
2608,60487,06412000,Frankfurt am Main,,Hessen,15648,60487 Frankfurt am Main,18250.5261335247,6954785.90588787
2609,28719,04011000,Bremen,,Bremen,14536,28719 Bremen,69307.3352395391,86180969.537961
2610,27751,03401000,Delmenhorst,,Niedersachsen,20342,27751 Delmenhorst,52873.8989466319,84663459.967344
2611,60437,06412000,Frankfurt am Main,,Hessen,31230,60437 Frankfurt am Main,42212.6122916797,61109095.3850976
2612,28759,04011000,Bremen,,Bremen,11112,28759 Bremen,19597.5496781554,12799318.861187
2613,27749,03401000,Delmenhorst,,Niedersachsen,12536,27749 Delmenhorst,17783.2752857483,9818075.26945252
2614,75180,08231000,Pforzheim,,Baden-Württemberg,13266,75180 Pforzheim,34952.3440182161,31964518.6782004
2615,33181,05774040,Bad Wünnenberg,Kreis Paderborn,Nordrhein-Westfalen,12119,33181 WÃ¼nnenberg,124051.813424611,415831991.481007
2616,69493,08226107,Hirschberg an der Bergstraße,Rhein-Neckar-Kreis,Baden-Württemberg,9066,69493 Hirschberg an der BergstraÃŸe,37905.1869796895,30787703.2269003
2617,35041,06534014,Marburg,Landkreis Marburg-Biedenkopf,Hessen,14038,35041 Marburg,66914.9666444386,122638557.859547
2618,75179,08231000,Pforzheim,,Baden-Württemberg,13091,75179 Pforzheim,26944.9690107769,24105618.6770089
2619,27211,03251007,Bassum,Landkreis Diepholz,Niedersachsen,15679,27211 Bassum,161052.65409628,461718049.134308
2620,27248,03251015,Ehrenburg,Landkreis Diepholz,Niedersachsen,1557,27248 Ehrenburg,62107.3390549534,133832002.099532
2621,78607,08327048,Talheim,Landkreis Tuttlingen,Baden-Württemberg,1195,78607 Talheim,25339.5874683543,29317526.4384175
2622,72224,08235020,Ebhausen,Landkreis Calw,Baden-Württemberg,4714,72224 Ebhausen,45528.701933044,56091074.5066279
2623,60431,06412000,Frankfurt am Main,,Hessen,22625,60431 Frankfurt am Main,16448.7776966192,10639973.9657729
2624,78554,08327002,Aldingen,Landkreis Tuttlingen,Baden-Württemberg,7374,78554 Aldingen,37211.2934572802,49706601.3028113
2625,25881,01054134,Tating,Kreis Nordfriesland,Schleswig-Holstein,1201,"25881 Tating, Westerhever, TÃ¼mlauer Koog",95581.5925660154,154736201.780066
2626,35096,06534020,Weimar (Lahn),Landkreis Marburg-Biedenkopf,Hessen,6984,35096 Weimar (Lahn),73482.202955394,122859231.459029
2627,75015,08215007,Bretten,Landkreis Karlsruhe,Baden-Württemberg,27528,75015 Bretten,78715.603637778,165284272.305087
2628,63303,06438002,Dreieich,Landkreis Offenbach,Hessen,39421,63303 Dreieich,58328.7152724934,129071319.6147
2629,78194,08327025,Immendingen,Landkreis Tuttlingen,Baden-Württemberg,5581,78194 Immendingen,87614.6588519322,164894519.61313
2630,33106,05774032,Paderborn,Kreis Paderborn,Nordrhein-Westfalen,28375,33106 Paderborn,81507.4363444037,150622831.084645
2631,61169,06440008,Friedberg (Hessen),Wetteraukreis,Hessen,27355,61169 Friedberg (Hessen),66884.2265714018,122927559.176719
2632,75378,08235008,Bad Liebenzell,Landkreis Calw,Baden-Württemberg,8693,75378 Bad Liebenzell,57481.1036400088,77697058.4302378
2633,64285,06411000,Darmstadt,,Hessen,17666,64285 Darmstadt,21963.5494822426,14975082.1454496
2634,78591,08327012,Durchhausen,Landkreis Tuttlingen,Baden-Württemberg,926,78591 Durchhausen,18957.0834342826,20088603.9767541
2635,69198,08226082,Schriesheim,Rhein-Neckar-Kreis,Baden-Württemberg,14674,69198 Schriesheim,50491.1880925767,73309235.5031113
2636,72218,08235080,Wildberg,Landkreis Calw,Baden-Württemberg,9782,72218 Wildberg,79608.208019521,129760570.264043
2637,64283,06411000,Darmstadt,,Hessen,11548,64283 Darmstadt,10967.5699149691,3484119.90969194
2638,76703,08215097,Kraichtal,Landkreis Karlsruhe,Baden-Württemberg,14424,76703 Kraichtal,70664.7742853503,188103132.25637
2639,33818,05766048,Leopoldshöhe,Kreis Lippe,Nordrhein-Westfalen,15970,33818 LeopoldshÃ¶he,61809.9762820031,97318146.2076265
2640,27578,04012000,Bremerhaven,,Bremen,21252,27578 Bremerhaven,6680.18993455761,1633132.67851448
2641,28816,03251037,Stuhr,Landkreis Diepholz,Niedersachsen,32421,28816 Stuhr,89731.1444376039,225321978.704197
2642,28197,04011000,Bremen,,Bremen,15158,28197 Bremen,47615.2158559461,87400372.7812231
2643,35112,06534009,Fronhausen,Landkreis Marburg-Biedenkopf,Hessen,4073,35112 Fronhausen,42433.0265792764,63475081.2602548
2644,75228,08236030,Ispringen,Enzkreis,Baden-Württemberg,5901,75228 Ispringen,21206.7106303396,18208329.7892323
2645,75173,08231000,Pforzheim,,Baden-Württemberg,12624,75173 Pforzheim,20225.7380711354,8768407.24923167
2646,35457,06531013,Lollar,Landkreis Gießen,Hessen,9838,35457 Lollar,50457.9344856061,54790305.0486193
2647,69121,08221000,Heidelberg,,Baden-Württemberg,16725,69121 Heidelberg,34036.3823985932,36018628.2652247
2648,69254,08226046,Malsch,Rhein-Neckar-Kreis,Baden-Württemberg,3441,69254 Malsch,28534.0814735284,15910127.9113152
2649,69168,08226098,Wiesloch,Rhein-Neckar-Kreis,Baden-Württemberg,24728,69168 Wiesloch,51446.516208781,70924022.0835377
2650,75239,08236011,Eisingen,Enzkreis,Baden-Württemberg,4518,75239 Eisingen,19473.1146278498,18593812.3133409
2651,72348,08417054,Rosenfeld,Zollernalbkreis,Baden-Württemberg,6406,72348 Rosenfeld,74464.4698209612,115531094.27937
2652,60325,06412000,Frankfurt am Main,,Hessen,8394,60325 Frankfurt am Main,8686.85569542504,2987226.06044246
2653,60433,06412000,Frankfurt am Main,,Hessen,23869,60433 Frankfurt am Main,17744.7888438009,14825226.6491519
2654,64289,06411000,Darmstadt,,Hessen,23870,64289 Darmstadt,24886.3172601909,16886937.6167214
2655,69231,08226065,Rauenberg,Rhein-Neckar-Kreis,Baden-Württemberg,7985,69231 Rauenberg,31291.989821263,26139879.4971829
2656,35392,06531005,Gießen,Landkreis Gießen,Hessen,9656,35392 GieÃŸen,24907.5880749331,17033199.1889526
2657,60308,06412000,Frankfurt am Main,,Hessen,0,60308 Frankfurt,418.524947160578,10881.5400584069
2658,69115,08221000,Heidelberg,,Baden-Württemberg,21900,69115 Heidelberg,18669.3538619135,9664489.99914167
2659,60323,06412000,Frankfurt am Main,,Hessen,8529,60323 Frankfurt am Main,10648.249606056,4017913.83018897
2660,32107,05766008,Bad Salzuflen,Kreis Lippe,Nordrhein-Westfalen,16407,32107 Bad Salzuflen,53820.2512910801,93482992.428987
2661,75399,08235073,Unterreichenbach,Landkreis Calw,Baden-Württemberg,2270,75399 Unterreichenbach,36496.0455597063,14717353.2591587
2662,34519,06635007,Diemelsee,Landkreis Waldeck-Frankenberg,Hessen,4974,34519 Diemelsee,110474.798029491,310731738.406677
2663,60596,06412000,Frankfurt am Main,,Hessen,11512,60596 Frankfurt am Main,9955.23648924284,4617583.16432816
2664,69120,08221000,Heidelberg,,Baden-Württemberg,15981,69120 Heidelberg,22454.1699089722,12342460.2753889
2665,27474,03352011,Cuxhaven,Landkreis Cuxhaven,Niedersachsen,14480,27474 Cuxhaven,20820.505316949,20321966.2072156
2666,28237,04011000,Bremen,,Bremen,16714,28237 Bremen,50511.2087991059,52075201.0972553
2667,60598,06412000,Frankfurt am Main,,Hessen,18427,60598 Frankfurt am Main,21716.6663242036,17223154.365535
2668,64686,06431014,Lautertal,Kreis Bergstraße,Hessen,7155,64686 Lautertal (Odenwald),47098.8547218252,73213037.569452
2669,60329,06412000,Frankfurt am Main,,Hessen,4313,60329 Frankfurt am Main,7771.77706395016,2355109.58643663
2670,35066,06635011,Frankenberg,Landkreis Waldeck-Frankenberg,Hessen,18080,35066 Frankenberg,126362.762985629,317524846.423977
2671,64367,06432014,Mühltal,Landkreis Darmstadt-Dieburg,Hessen,13536,64367 MÃ¼hltal,45586.0334165714,60587146.1847591
2672,27232,03251040,Sulingen,Landkreis Diepholz,Niedersachsen,12558,27232 Sulingen,109698.448330064,300916577.75242
2673,75365,08235085,Calw,Landkreis Calw,Baden-Württemberg,22073,75365 Calw,82245.8854244122,137234587.42114
2674,78266,08335015,Büsingen am Hochrhein,Landkreis Konstanz,Baden-Württemberg,1334,78266 BÃ¼singen am Hochrhein,25252.1055345799,16819938.6998066
2675,35390,06531005,Gießen,Landkreis Gießen,Hessen,14989,35390 GieÃŸen,14620.6253566459,6586489.73827474
2676,60320,06412000,Frankfurt am Main,,Hessen,15818,60320 Frankfurt am Main,14899.4748039074,7296884.32103347
2677,27711,03356007,Osterholz-Scharmbeck,Landkreis Osterholz,Niedersachsen,30365,27711 Osterholz-Scharmbeck,134709.124399187,410784676.325216
2678,69181,08226041,Leimen,Rhein-Neckar-Kreis,Baden-Württemberg,25275,69181 Leimen,48101.471198518,43072301.3206937
2679,64287,06411000,Darmstadt,,Hessen,15774,64287 Darmstadt,49094.9092345958,76532352.6517556
2680,27721,03356008,Ritterhude,Landkreis Osterholz,Niedersachsen,14606,27721 Ritterhude,66927.1391148125,91663634.7889721
2681,32584,05758024,Löhne,Kreis Herford,Nordrhein-Westfalen,39812,32584 LÃ¶hne,70267.3665193496,158126475.113378
2682,28717,04011000,Bremen,,Bremen,12750,28717 Bremen,18943.9617235654,12325527.0266634
2683,75172,08231000,Pforzheim,,Baden-Württemberg,13892,75172 Pforzheim,12458.6378672251,3881989.7144935
2684,60322,06412000,Frankfurt am Main,,Hessen,12931,60322 Frankfurt am Main,11706.7917958894,3291428.01136022
2685,78669,08325064,Wellendingen,Landkreis Rottweil,Baden-Württemberg,3043,78669 Wellendingen,30578.9727995842,39270553.087347
2686,35396,06531005,Gießen,Landkreis Gießen,Hessen,17818,35396 GieÃŸen,30470.3834394541,36509084.262407
2687,35516,06440015,Münzenberg,Wetteraukreis,Hessen,5638,35516 MÃ¼nzenberg,50849.9838947695,77829718.968089
2688,69226,08226060,Nußloch,Rhein-Neckar-Kreis,Baden-Württemberg,10500,69226 NuÃŸloch,25223.7356337441,32013599.764478
2689,78549,08327046,Spaichingen,Landkreis Tuttlingen,Baden-Württemberg,12275,78549 Spaichingen,44643.4124600188,41325843.963697
2690,75245,08236073,Neulingen,Enzkreis,Baden-Württemberg,6560,75245 Neulingen,49135.5744066043,51977995.3039337
2691,78594,08327020,Gunningen,Landkreis Tuttlingen,Baden-Württemberg,698,78594 Gunningen,18521.7166462639,12175798.628266
2692,33178,05774012,Borchen,Kreis Paderborn,Nordrhein-Westfalen,13190,33178 Borchen,76066.0562822891,200418014.317295
2693,27755,03401000,Delmenhorst,,Niedersachsen,16876,27755 Delmenhorst,1342.10855865653,80377.5241066384
2694,32049,05758012,Herford,Kreis Herford,Nordrhein-Westfalen,26686,32049 Herford,50595.4143631793,82607195.7626015
2695,64646,06431011,Heppenheim,Kreis Bergstraße,Hessen,24878,64646 Heppenheim (BergstraÃŸe),12684.6033301469,6138482.17207823
2696,72229,08235060,Rohrdorf,Landkreis Calw,Baden-Württemberg,1899,72229 Rohrdorf,14545.8234749683,8934954.85680366
2697,60306,06412000,Frankfurt am Main,,Hessen,0,"60306 Frankfurt am Main, Opernturm",510.604008512124,13993.1787465279
2698,75177,08231000,Pforzheim,,Baden-Württemberg,17249,75177 Pforzheim,31211.3638707808,30734206.7174998
2699,27616,03352059,Beverstedt,Landkreis Cuxhaven,Niedersachsen,13814,27616 Beverstedt,138612.8699314,557541679.629604
2700,60311,06412000,Frankfurt am Main,,Hessen,5428,60311 Frankfurt am Main,10445.6897397048,2467149.38954087
2701,60313,06412000,Frankfurt am Main,,Hessen,4558,60313 Frankfurt am Main,8402.44159394778,1811505.10417619
2702,72202,08235046,Nagold,Landkreis Calw,Baden-Württemberg,21116,72202 Nagold,72524.3573077798,143913123.610044
2703,60310,06412000,Frankfurt am Main,,Hessen,0,60310 Frankfurt am Main (Taunusturm),520.563783115363,17212.5570095073
2704,69126,08221000,Heidelberg,,Baden-Württemberg,32296,69126 Heidelberg,27917.6877678672,28362719.0832325
2705,60312,06412000,Frankfurt am Main,,Hessen,0,60312 Frankfurt am Main (Omniturm),267.065318286679,4446.40103204533
2706,75181,08231000,Pforzheim,,Baden-Württemberg,25574,75181 Pforzheim,84512.823718544,108949539.656863
2707,60435,06412000,Frankfurt am Main,,Hessen,29833,60435 Frankfurt am Main,24871.3786288341,19764092.6775628
2708,60594,06412000,Frankfurt am Main,,Hessen,15913,60594 Frankfurt am Main,15385.8243705076,4308684.67677834
2709,27755,03401000,Delmenhorst,,Niedersachsen,16876,27755 Delmenhorst,1536.38412753676,133385.929181938
2710,33104,05774032,Paderborn,Kreis Paderborn,Nordrhein-Westfalen,26191,33104 Paderborn,56628.8638010238,95801317.904988
2711,72186,08237024,Empfingen,Landkreis Freudenstadt,Baden-Württemberg,3884,72186 Empfingen,37592.6760037099,41491546.4958113
2712,76684,08215064,Östringen,Landkreis Karlsruhe,Baden-Württemberg,12518,76684 Ã–stringen,65300.0555122699,124620658.837315
2713,60318,06412000,Frankfurt am Main,,Hessen,17913,60318 Frankfurt am Main,9707.51029001808,2546586.62883763
2714,25718,01051034,Friedrichskoog,Kreis Dithmarschen,Schleswig-Holstein,2556,25718 Friedrichskoog,25890.9169351467,5674439.61138268
2715,35394,06531005,Gießen,Landkreis Gießen,Hessen,15969,35394 GieÃŸen,39648.1225595159,63360862.4428025
2716,27472,03352011,Cuxhaven,Landkreis Cuxhaven,Niedersachsen,12249,27472 Cuxhaven,48051.5350899327,28828379.7601284
2717,69488,06431004,Birkenau,Kreis Bergstraße,Hessen,10127,69488 Birkenau,47226.9266111353,58281875.4505739
2718,25867,01054074,Langeneß,Kreis Nordfriesland,Schleswig-Holstein,21,25867 Oland,14044.6238396663,5774566.56078428
2719,25899,01054016,Bosbüll,Kreis Nordfriesland,Schleswig-Holstein,12366,25899 NiebÃ¼ll,144247.184140168,418666946.530574
2720,69242,08226054,Mühlhausen,Rhein-Neckar-Kreis,Baden-Württemberg,8218,69242 MÃ¼hlhausen,36690.7856361487,35863489.5712601
2721,27251,03251028,Neuenkirchen,Landkreis Diepholz,Niedersachsen,2065,"27251 Neuenkirchen, Scholen",67987.6945324462,95906309.347241
2722,78606,08327055,Seitingen-Oberflacht,Landkreis Tuttlingen,Baden-Württemberg,2336,78606 Seitingen-Oberflacht,32171.0207592839,43908638.1325321
2723,27624,03352062,Geestland,Landkreis Cuxhaven,Niedersachsen,12324,27624 Geestland,137005.585564227,665357740.097161
2724,78247,08335035,Hilzingen,Landkreis Konstanz,Baden-Württemberg,8186,78247 Hilzingen,65234.6458125736,117452240.936108
2725,78665,08327017,Frittlingen,Landkreis Tuttlingen,Baden-Württemberg,2071,78665 Frittlingen,20815.7898910365,19700444.2584577
2726,32832,05766004,Augustdorf,Kreis Lippe,Nordrhein-Westfalen,9666,32832 Augustdorf,53202.3422478592,110291029.576377
2727,60316,06412000,Frankfurt am Main,,Hessen,21128,60316 Frankfurt am Main,11103.0889445647,3000756.54088085
2728,69509,06431017,Mörlenbach,Kreis Bergstraße,Hessen,9897,69509 MÃ¶rlenbach,59024.7793869232,65275578.5187516
2729,61184,06440012,Karben,Wetteraukreis,Hessen,21144,61184 Karben,64522.5747119793,107005631.716106
2730,35415,06531014,Pohlheim,Landkreis Gießen,Hessen,17389,35415 Pohlheim,53434.419909682,94168666.9823472
2731,72184,08237027,Eutingen im Gäu,Landkreis Freudenstadt,Baden-Württemberg,5506,72184 Eutingen im GÃ¤u,60942.8562268309,74533630.8679522
2732,25927,01054009,Aventoft,Kreis Nordfriesland,Schleswig-Holstein,1722,"25927 Neukirchen, Aventoft",62652.5910586512,141768188.073209
2733,78234,08335022,Engen,Landkreis Konstanz,Baden-Württemberg,9973,78234 Engen,83922.7621276567,156598135.837462
2734,25836,01054036,Garding,Kreis Nordfriesland,Schleswig-Holstein,4051,"25836 Garding, Osterhever, PoppenbÃ¼ll u.a.",97123.2588654026,222029446.293078
2735,60599,06412000,Frankfurt am Main,,Hessen,21441,60599 Frankfurt am Main,29030.2755068347,35941885.9919415
2736,35104,06635016,Lichtenfels,Landkreis Waldeck-Frankenberg,Hessen,4217,35104 Lichtenfels,84969.7480947449,245450453.92616
2737,64372,06432016,Ober-Ramstadt,Landkreis Darmstadt-Dieburg,Hessen,14444,64372 Ober-Ramstadt,55932.6592568086,99839401.2391073
2738,78532,08327050,Tuttlingen,Landkreis Tuttlingen,Baden-Württemberg,33252,78532 Tuttlingen,85040.1936954048,201673923.909335
2739,60389,06412000,Frankfurt am Main,,Hessen,23031,60389 Frankfurt am Main,22186.4352958832,18722521.8084567
2740,69117,08221000,Heidelberg,,Baden-Württemberg,11052,69117 Heidelberg,29585.0318579033,34574078.5658225
2741,60314,06412000,Frankfurt am Main,,Hessen,10109,60314 Frankfurt am Main,20978.2613074198,10263278.5223742
2742,32479,05770012,Hille,Kreis Minden-Lübbecke,Nordrhein-Westfalen,16102,32479 Hille,94453.2109094975,275184919.043589
